rider_id,city,signup_date,rider_type
R010756,Metroville,2022-09-02,Power
R010757,Metroville,2022-08-07,Regular
R010758,Capital City,2022-08-21,Occasional
R010759,Metroville,2022-06-21,Regular
R010760,Metroville,2022-06-19,Power
R010761,Metroville,2021-07-05,Power
R010762,Metroville,2021-12-10,Regular
R010763,Metroville,2021-01-20,Regular
R010764,Capital City,2021-12-14,Power
R010765,Metroville,2022-02-10,New
R010766,Metroville,2021-04-28,Regular
R010767,Metroville,2021-10-19,Power
R010768,Metroville,2021-03-21,Power
R010769,Metroville,2022-04-26,Regular
R010770,Metroville,2022-11-15,Power
R010771,Capital City,2021-04-11,Occasional
R010772,Capital City,2021-05-10,Regular
R010773,Capital City,2022-06-22,Power
R010774,Capital City,2021-07-02,Power
R010775,Metroville,2022-03-06,Occasional
R010776,Metroville,2022-08-02,Regular
R010777,Metroville,2022-01-31,Regular
R010778,Metroville,2022-04-23,Regular
R010779,Metroville,2022-11-08,Regular
R010780,Capital City,2021-03-28,Regular
R010781,Capital City,2022-03-21,Regular
R010782,Metroville,2022-08-25,Regular
R010783,Metroville,2021-07-30,Occasional
R010784,Capital City,2021-05-13,Regular
R010785,Metroville,2021-08-19,Power
R010786,Metroville,2022-06-01,Regular
R010787,Capital City,2022-10-10,Regular
R010788,Capital City,2021-09-07,Occasional
R010789,Metroville,2021-02-21,Occasional
R010790,Metroville,2021-04-12,Regular
R010791,Capital City,2022-10-27,Occasional
R010792,Metroville,2022-07-14,Occasional
R010793,Metroville,2021-07-30,Regular
R010794,Capital City,2021-11-30,Occasional
R010795,Metroville,2021-03-12,Regular
R010796,Capital City,2021-07-29,Regular
R010797,Capital City,2021-12-14,Occasional
R010798,Capital City,2021-08-09,Power
R010799,Capital City,2021-07-19,Power
R010800,Capital City,2021-09-13,New
R010801,Capital City,2022-07-02,Power
R010802,Capital City,2022-02-06,Regular
R010803,Metroville,2021-01-02,Power
R010804,Metroville,2021-12-15,Power
R010805,Metroville,2021-07-12,Regular
R010806,Capital City,2021-01-20,Power
R010807,Metroville,2021-08-25,Power
R010808,Capital City,2021-08-13,Regular
R010809,Metroville,2021-09-03,Regular
R010810,Metroville,2022-04-02,Occasional
R010811,Metroville,2021-05-16,Regular
R010812,Capital City,2021-11-17,Occasional
R010813,Capital City,2021-03-19,Regular
R010814,Capital City,2021-05-14,Power
R010815,Metroville,2021-03-07,Power
R010816,Capital City,2022-11-25,New
R010817,Capital City,2022-06-03,Regular
R010818,Metroville,2022-05-22,Regular
R010819,Metroville,2022-06-08,Regular
R010820,Capital City,2021-09-26,Regular
R010821,Capital City,2022-05-06,Occasional
R010822,Metroville,2021-11-22,Occasional
R010823,Metroville,2022-05-23,Power
R010824,Capital City,2022-02-22,Regular
R010825,Capital City,2021-10-23,New
R010826,Metroville,2021-12-11,Occasional
R010827,Capital City,2021-05-26,Regular
R010828,Capital City,2022-07-25,Regular
R010829,Metroville,2021-12-14,Regular
R010830,Capital City,2022-04-16,New
R010831,Metroville,2021-06-17,Regular
R010832,Metroville,2022-10-07,New
R010833,Metroville,2022-08-17,Power
R010834,Capital City,2022-10-07,Occasional
R010835,Metroville,2022-03-05,Regular
R010836,Metroville,2021-10-03,Occasional
R010837,Capital City,2021-07-19,Occasional
R010838,Metroville,2022-01-06,Power
R010839,Metroville,2022-05-11,Occasional
R010840,Capital City,2021-05-14,Regular
R010841,Capital City,2022-11-20,Power
R010842,Capital City,2021-09-12,Regular
R010843,Metroville,2021-07-26,Regular
R010844,Metroville,2021-04-05,Power
R010845,Capital City,2022-01-22,Regular
R010846,Capital City,2021-10-22,New
R010847,Metroville,2021-09-27,Regular
R010848,Metroville,2021-09-10,Power
R010849,Metroville,2021-10-16,Power
R010850,Metroville,2021-11-09,Power
R010851,Metroville,2021-12-21,Power
R010852,Capital City,2021-08-10,Regular
R010853,Capital City,2022-02-11,New
R010854,Capital City,2022-03-28,Regular
R010855,Metroville,2021-12-06,Power
R010856,Capital City,2022-12-07,Regular
R010857,Capital City,2022-07-02,Regular
R010858,Capital City,2021-10-06,Regular
R010859,Metroville,2022-05-07,Occasional
R010860,Metroville,2022-04-05,Occasional
R010861,Metroville,2021-03-12,Regular
R010862,Metroville,2022-10-16,New
R010863,Metroville,2021-12-30,Occasional
R010864,Capital City,2022-10-09,Power
R010865,Capital City,2022-03-06,Regular
R010866,Capital City,2021-08-06,Power
R010867,Metroville,2021-07-25,Power
R010868,Metroville,2021-06-21,Occasional
R010869,Metroville,2021-03-13,Occasional
R010870,Metroville,2022-10-13,Regular
R010871,Metroville,2022-03-24,Regular
R010872,Metroville,2022-05-13,Occasional
R010873,Metroville,2022-09-23,Power
R010874,Metroville,2022-09-02,Occasional
R010875,Metroville,2022-10-20,Regular
R010876,Metroville,2021-12-29,Occasional
R010877,Capital City,2022-11-23,Regular
R010878,Metroville,2021-06-21,Regular
R010879,Capital City,2022-06-10,New
R010880,Metroville,2022-01-25,Regular
R010881,Capital City,2022-06-14,Regular
R010882,Metroville,2021-02-09,Regular
R010883,Metroville,2022-01-29,Power
R010884,Capital City,2022-04-20,New
R010885,Metroville,2022-02-26,Occasional
R010886,Metroville,2021-02-01,Power
R010887,Capital City,2022-03-26,Occasional
R010888,Metroville,2022-06-20,Occasional
R010889,Capital City,2021-01-09,Occasional
R010890,Metroville,2021-04-23,Regular
R010891,Metroville,2022-08-13,Power
R010892,Capital City,2021-06-24,Power
R010893,Capital City,2022-04-09,Occasional
R010894,Metroville,2022-12-24,Occasional
R010895,Capital City,2022-03-01,Occasional
R010896,Capital City,2022-03-19,Regular
R010897,Metroville,2022-01-12,Power
R010898,Capital City,2021-11-14,Occasional
R010899,Metroville,2021-11-12,Power
R010900,Capital City,2021-05-18,Occasional
R010901,Metroville,2021-03-01,Occasional
R010902,Metroville,2022-12-20,Power
R010903,Metroville,2021-09-05,Regular
R010904,Metroville,2021-03-03,Regular
R010905,Metroville,2021-07-26,Regular
R010906,Metroville,2022-08-02,Regular
R010907,Metroville,2021-11-20,Regular
R010908,Capital City,2022-05-13,Occasional
R010909,Metroville,2022-05-14,Occasional
R010910,Capital City,2022-06-01,Power
R010911,Metroville,2021-09-03,New
R010912,Metroville,2022-05-07,Regular
R010913,Metroville,2021-07-22,Regular
R010914,Metroville,2021-05-10,Occasional
R010915,Capital City,2021-06-15,Regular
R010916,Metroville,2021-09-09,Regular
R010917,Metroville,2021-09-16,Power
R010918,Capital City,2022-01-18,Power
R010919,Capital City,2022-10-06,Occasional
R010920,Metroville,2022-02-15,Occasional
R010921,Metroville,2022-06-23,Power
R010922,Metroville,2021-10-19,Regular
R010923,Capital City,2021-01-17,Power
R010924,Metroville,2021-10-31,Occasional
R010925,Metroville,2022-06-01,Occasional
R010926,Metroville,2021-10-09,Regular
R010927,Capital City,2021-09-28,Regular
R010928,Capital City,2021-06-09,Power
R010929,Metroville,2022-12-02,New
R010930,Metroville,2021-12-14,Regular
R010931,Capital City,2022-08-12,Occasional
R010932,Metroville,2021-05-20,Power
R010933,Metroville,2022-08-23,Power
R010934,Metroville,2022-02-23,Regular
R010935,Metroville,2022-12-23,Regular
R010936,Metroville,2021-08-08,Occasional
R010937,Metroville,2021-02-26,Regular
R010938,Metroville,2022-01-03,Regular
R010939,Capital City,2022-01-19,New
R010940,Capital City,2022-05-16,Regular
R010941,Metroville,2021-10-29,Occasional
R010942,Capital City,2021-10-23,Occasional
R010943,Metroville,2021-01-29,Occasional
R010944,Capital City,2021-11-14,New
R010945,Capital City,2021-01-24,Regular
R010946,Capital City,2021-06-30,Regular
R010947,Capital City,2022-03-01,Power
R010948,Capital City,2022-02-02,New
R010949,Metroville,2021-05-10,Regular
R010950,Metroville,2022-12-09,Regular
R010951,Metroville,2021-05-30,Regular
R010952,Capital City,2022-11-30,Occasional
R010953,Capital City,2022-08-12,Occasional
R010954,Metroville,2022-07-28,Regular
R010955,Metroville,2022-01-28,New
R010956,Metroville,2021-05-30,Regular
R010957,Capital City,2021-03-28,Regular
R010958,Capital City,2021-04-24,Occasional
R010959,Capital City,2021-04-19,Power
R010960,Capital City,2021-05-24,Occasional
R010961,Metroville,2021-11-27,Power
R010962,Metroville,2021-12-07,Regular
R010963,Capital City,2022-06-06,Regular
R010964,Metroville,2021-11-27,Power
R010965,Metroville,2022-10-28,Regular
R010966,Capital City,2021-07-03,Power
R010967,Metroville,2021-12-02,Occasional
R010968,Capital City,2022-06-23,Regular
R010969,Metroville,2021-09-02,Regular
R010970,Capital City,2022-09-12,Power
R010971,Metroville,2022-01-30,Power
R010972,Capital City,2021-05-28,Regular
R010973,Capital City,2021-09-26,Regular
R010974,Capital City,2021-03-18,Occasional
R010975,Capital City,2022-02-24,Occasional
R010976,Metroville,2022-09-28,Power
R010977,Capital City,2022-07-10,Power
R010978,Metroville,2022-09-17,Regular
R010979,Capital City,2021-02-09,Occasional
R010980,Capital City,2021-06-14,Power
R010981,Metroville,2022-07-04,Occasional
R010982,Metroville,2022-11-30,Occasional
R010983,Capital City,2021-01-26,Power
R010984,Metroville,2021-04-24,New
R010985,Capital City,2021-08-19,Occasional
R010986,Metroville,2022-12-05,Occasional
R010987,Capital City,2022-06-24,Power
R010988,Capital City,2022-06-12,Power
R010989,Metroville,2022-10-22,Regular
R010990,Capital City,2021-12-02,Regular
R010991,Metroville,2022-03-17,Occasional
R010992,Metroville,2022-06-05,Occasional
R010993,Metroville,2022-05-08,Power
R010994,Capital City,2022-03-09,Regular
R010995,Metroville,2021-02-25,New
R010996,Capital City,2021-07-14,Regular
R010997,Metroville,2022-10-22,Regular
R010998,Metroville,2021-09-23,Occasional
R010999,Capital City,2022-11-04,New
R011000,Capital City,2021-12-20,Regular
R011001,Capital City,2021-07-20,Regular
R011002,Metroville,2022-12-21,New
R011003,Capital City,2022-07-10,Occasional
R011004,Capital City,2022-02-01,Power
R011005,Metroville,2021-11-07,New
R011006,Capital City,2021-11-27,New
R011007,Metroville,2022-07-25,Regular
R011008,Metroville,2022-09-10,Occasional
R011009,Capital City,2022-08-22,Occasional
R011010,Capital City,2021-07-01,Regular
R011011,Capital City,2021-10-30,Occasional
R011012,Metroville,2021-08-30,Power
R011013,Metroville,2022-10-23,Regular
R011014,Metroville,2021-11-29,Occasional
R011015,Capital City,2022-06-04,Power
R011016,Metroville,2022-08-21,Occasional
R011017,Capital City,2022-06-05,Power
R011018,Capital City,2022-02-18,New
R011019,Metroville,2021-10-16,Regular
R011020,Metroville,2021-01-05,Occasional
R011021,Capital City,2021-02-20,Occasional
R011022,Capital City,2021-09-02,Occasional
R011023,Capital City,2022-07-23,Regular
R011024,Metroville,2021-04-23,Regular
R011025,Capital City,2021-05-23,Regular
R011026,Capital City,2022-02-18,Regular
R011027,Metroville,2021-05-10,Power
R011028,Metroville,2022-06-08,Regular
R011029,Metroville,2021-08-05,Power
R011030,Metroville,2021-01-30,Occasional
R011031,Metroville,2021-09-19,Regular
R011032,Metroville,2022-03-25,Occasional
R011033,Capital City,2022-06-09,Regular
R011034,Capital City,2022-12-25,Power
R011035,Capital City,2022-08-08,Regular
R011036,Metroville,2021-10-02,Power
R011037,Metroville,2022-10-28,Regular
R011038,Capital City,2021-11-19,Regular
R011039,Metroville,2021-04-22,Occasional
R011040,Capital City,2022-04-24,Regular
R011041,Capital City,2021-07-12,Occasional
R011042,Metroville,2022-01-30,Regular
R011043,Metroville,2021-05-29,Occasional
R011044,Metroville,2021-08-17,Power
R011045,Metroville,2021-09-17,Occasional
R011046,Metroville,2021-09-15,New
R011047,Metroville,2021-05-22,Regular
R011048,Capital City,2022-11-22,Occasional
R011049,Metroville,2022-09-30,Occasional
R011050,Capital City,2022-03-13,Regular
R011051,Metroville,2021-03-11,Power
R011052,Metroville,2021-09-21,New
R011053,Metroville,2022-01-11,Regular
R011054,Metroville,2021-01-14,Occasional
R011055,Capital City,2021-01-03,Regular
R011056,Metroville,2022-03-03,Power
R011057,Metroville,2021-11-27,Power
R011058,Capital City,2021-04-14,Power
R011059,Capital City,2022-07-06,Regular
R011060,Capital City,2021-11-02,Power
R011061,Capital City,2022-04-21,Regular
R011062,Capital City,2022-07-02,New
R011063,Capital City,2021-04-09,Regular
R011064,Metroville,2021-10-16,Power
R011065,Metroville,2021-09-20,Regular
R011066,Capital City,2021-12-04,Regular
R011067,Metroville,2021-02-26,Regular
R011068,Metroville,2022-06-28,Regular
R011069,Metroville,2021-01-16,Regular
R011070,Capital City,2021-05-29,Power
R011071,Metroville,2022-09-26,Regular
R011072,Metroville,2021-11-25,Power
R011073,Capital City,2021-01-16,Regular
R011074,Metroville,2022-11-18,Occasional
R011075,Capital City,2022-05-01,Occasional
R011076,Capital City,2022-07-24,New
R011077,Capital City,2022-03-27,Regular
R011078,Capital City,2021-03-29,Regular
R011079,Capital City,2021-06-30,Occasional
R011080,Metroville,2022-03-09,Occasional
R011081,Metroville,2021-02-18,Regular
R011082,Metroville,2022-10-25,Occasional
R011083,Metroville,2021-01-17,Power
R011084,Metroville,2022-05-24,Occasional
R011085,Metroville,2021-08-14,Occasional
R011086,Metroville,2021-11-06,Occasional
R011087,Metroville,2021-06-14,Regular
R011088,Capital City,2022-08-30,Occasional
R011089,Metroville,2021-12-20,Regular
R011090,Capital City,2022-10-15,Regular
R011091,Capital City,2022-09-16,Occasional
R011092,Metroville,2021-08-03,New
R011093,Capital City,2022-02-02,Regular
R011094,Metroville,2021-11-08,Occasional
R011095,Capital City,2021-09-27,Occasional
R011096,Metroville,2022-07-17,Regular
R011097,Metroville,2022-04-18,Regular
R011098,Metroville,2022-06-03,Occasional
R011099,Metroville,2021-08-01,Regular
R011100,Capital City,2022-11-17,Regular
R011101,Metroville,2021-09-15,Regular
R011102,Metroville,2022-12-05,Power
R011103,Capital City,2022-10-19,Regular
R011104,Metroville,2021-03-18,Regular
R011105,Metroville,2021-01-20,Occasional
R011106,Metroville,2021-02-09,Regular
R011107,Metroville,2021-09-16,New
R011108,Capital City,2021-12-07,Power
R011109,Metroville,2022-01-15,New
R011110,Capital City,2021-11-19,Power
R011111,Metroville,2022-06-16,New
R011112,Metroville,2021-11-21,Occasional
R011113,Metroville,2022-11-24,New
R011114,Capital City,2022-12-22,Regular
R011115,Metroville,2022-04-20,Regular
R011116,Metroville,2022-09-06,Regular
R011117,Metroville,2021-01-05,Power
R011118,Metroville,2022-08-15,Occasional
R011119,Capital City,2022-02-01,Power
R011120,Capital City,2021-02-14,Regular
R011121,Capital City,2021-09-13,Regular
R011122,Capital City,2021-08-23,New
R011123,Capital City,2021-09-16,Regular
R011124,Metroville,2022-10-24,Power
R011125,Capital City,2022-10-09,Regular
R011126,Capital City,2021-06-19,Regular
R011127,Capital City,2021-02-28,Occasional
R011128,Metroville,2022-04-28,Regular
R011129,Capital City,2021-01-01,Regular
R011130,Metroville,2021-10-10,New
R011131,Capital City,2022-08-11,Occasional
R011132,Metroville,2021-09-06,Regular
R011133,Capital City,2022-03-22,Occasional
R011134,Capital City,2022-07-20,Power
R011135,Metroville,2022-07-11,Regular
R011136,Capital City,2022-12-14,Occasional
R011137,Capital City,2021-04-20,Power
R011138,Capital City,2022-09-21,Occasional
R011139,Metroville,2022-07-04,Power
R011140,Capital City,2022-03-06,Occasional
R011141,Metroville,2022-08-27,Occasional
R011142,Capital City,2021-07-03,Occasional
R011143,Capital City,2021-11-27,Power
R011144,Capital City,2022-07-13,New
R011145,Capital City,2022-10-14,Regular
R011146,Metroville,2021-02-13,Power
R011147,Metroville,2022-12-21,Regular
R011148,Metroville,2021-02-07,Regular
R011149,Capital City,2022-03-28,New
R011150,Metroville,2022-07-28,Power
R011151,Metroville,2021-10-07,New
R011152,Metroville,2021-12-31,New
R011153,Metroville,2022-07-03,Regular
R011154,Capital City,2022-05-25,Regular
R011155,Capital City,2022-11-27,Occasional
R011156,Metroville,2021-02-09,Occasional
R011157,Metroville,2021-07-05,Occasional
R011158,Capital City,2022-05-25,Regular
R011159,Capital City,2021-10-06,Occasional
R011160,Capital City,2021-01-18,Regular
R011161,Metroville,2022-11-14,Power
R011162,Metroville,2021-03-22,Occasional
R011163,Metroville,2021-07-15,Occasional
R011164,Capital City,2021-03-16,Occasional
R011165,Metroville,2021-02-22,Power
R011166,Capital City,2021-02-25,Regular
R011167,Metroville,2022-09-18,New
R011168,Capital City,2021-11-28,Power
R011169,Capital City,2021-01-25,Regular
R011170,Capital City,2022-02-20,Power
R011171,Metroville,2021-10-04,Regular
R011172,Metroville,2022-11-09,Occasional
R011173,Metroville,2021-04-29,Regular
R011174,Metroville,2022-12-28,Occasional
R011175,Metroville,2022-11-13,New
R011176,Metroville,2021-12-11,Power
R011177,Capital City,2022-06-09,Power
R011178,Capital City,2022-04-21,Regular
R011179,Metroville,2021-12-14,Regular
R011180,Capital City,2022-05-02,Regular
R011181,Metroville,2022-06-11,New
R011182,Capital City,2022-09-30,New
R011183,Capital City,2022-12-16,Occasional
R011184,Capital City,2021-10-27,Regular
R011185,Capital City,2022-12-04,Occasional
R011186,Metroville,2022-12-18,Power
R011187,Metroville,2022-01-21,Power
R011188,Capital City,2022-06-19,Power
R011189,Metroville,2021-02-04,Regular
R011190,Capital City,2021-02-15,Power
R011191,Metroville,2022-10-29,Occasional
R011192,Metroville,2022-05-21,Power
R011193,Metroville,2022-09-25,Regular
R011194,Capital City,2021-02-20,Regular
R011195,Capital City,2022-07-14,Regular
R011196,Metroville,2022-07-14,Occasional
R011197,Metroville,2022-11-17,Regular
R011198,Metroville,2021-11-02,Occasional
R011199,Capital City,2021-07-26,Regular
R011200,Capital City,2022-09-13,Occasional
R011201,Metroville,2022-02-01,Regular
R011202,Metroville,2022-02-05,Regular
R011203,Metroville,2021-06-05,Regular
R011204,Capital City,2021-03-31,Occasional
R011205,Metroville,2022-06-21,Occasional
R011206,Capital City,2021-04-02,Regular
R011207,Capital City,2022-06-03,Occasional
R011208,Capital City,2021-06-26,Regular
R011209,Capital City,2021-11-23,Occasional
R011210,Metroville,2021-10-20,Occasional
R011211,Metroville,2022-08-31,Power
R011212,Capital City,2022-05-09,Regular
R011213,Metroville,2022-05-28,Regular
R011214,Capital City,2022-09-15,Occasional
R011215,Metroville,2022-01-01,Regular
R011216,Metroville,2022-02-04,Occasional
R011217,Metroville,2022-07-08,Regular
R011218,Metroville,2022-12-17,Power
R011219,Capital City,2021-11-16,Power
R011220,Metroville,2021-03-03,Power
R011221,Capital City,2022-02-12,Occasional
R011222,Metroville,2022-12-20,New
R011223,Capital City,2021-11-29,Regular
R011224,Metroville,2022-05-29,Occasional
R011225,Capital City,2021-09-19,New
R011226,Metroville,2022-05-21,Occasional
R011227,Metroville,2022-10-26,Power
R011228,Capital City,2021-02-27,Occasional
R011229,Metroville,2022-03-22,Power
R011230,Capital City,2021-03-07,Power
R011231,Metroville,2021-04-03,Power
R011232,Capital City,2021-12-20,Regular
R011233,Capital City,2022-11-18,Regular
R011234,Capital City,2022-10-25,Power
R011235,Metroville,2022-05-23,Occasional
R011236,Metroville,2021-11-07,New
R011237,Capital City,2022-02-27,Occasional
R011238,Capital City,2021-04-28,Regular
R011239,Metroville,2021-08-08,Occasional
R011240,Capital City,2022-09-19,Regular
R011241,Capital City,2021-01-02,Regular
R011242,Capital City,2021-07-01,Regular
R011243,Capital City,2021-05-29,Occasional
R011244,Capital City,2022-07-10,New
R011245,Capital City,2022-04-19,Power
R011246,Capital City,2022-09-26,Regular
R011247,Capital City,2021-04-27,New
R011248,Metroville,2022-02-03,New
R011249,Capital City,2021-03-26,Power
R011250,Capital City,2021-01-18,Regular
R011251,Metroville,2021-11-30,Regular
R011252,Metroville,2021-02-06,Power
R011253,Metroville,2021-01-21,Occasional
R011254,Capital City,2022-08-18,New
R011255,Metroville,2022-01-26,Regular
R011256,Metroville,2022-07-06,Regular
R011257,Capital City,2021-03-22,Power
R011258,Metroville,2021-01-27,Power
R011259,Metroville,2022-02-10,New
R011260,Metroville,2021-02-18,New
R011261,Metroville,2021-08-26,Regular
R011262,Metroville,2022-10-24,Occasional
R011263,Capital City,2022-01-23,Regular
R011264,Capital City,2022-12-14,New
R011265,Capital City,2021-04-18,New
R011266,Metroville,2021-05-12,Occasional
R011267,Capital City,2021-09-29,Occasional
R011268,Capital City,2021-12-06,New
R011269,Metroville,2021-07-27,New
R011270,Capital City,2021-03-17,Regular
R011271,Capital City,2022-05-08,Regular
R011272,Metroville,2021-08-04,Power
R011273,Capital City,2021-05-10,Power
R011274,Capital City,2021-01-10,Occasional
R011275,Capital City,2022-12-19,Regular
R011276,Metroville,2022-05-08,Occasional
R011277,Capital City,2022-12-11,Occasional
R011278,Capital City,2021-04-10,New
R011279,Metroville,2022-08-27,Occasional
R011280,Metroville,2022-02-19,Occasional
R011281,Capital City,2022-05-04,Occasional
R011282,Capital City,2021-10-20,New
R011283,Metroville,2022-04-27,New
R011284,Metroville,2021-04-07,Regular
R011285,Metroville,2022-10-12,Occasional
R011286,Metroville,2022-11-01,Power
R011287,Metroville,2022-08-14,Occasional
R011288,Metroville,2021-12-14,Regular
R011289,Metroville,2021-08-09,Occasional
R011290,Metroville,2022-03-04,Occasional
R011291,Metroville,2022-06-09,New
R011292,Metroville,2022-07-30,New
R011293,Metroville,2021-12-13,Occasional
R011294,Metroville,2022-06-06,Occasional
R011295,Metroville,2021-03-15,Power
R011296,Metroville,2022-11-24,Power
R011297,Metroville,2022-05-03,Regular
R011298,Metroville,2021-04-29,Regular
R011299,Capital City,2021-10-04,Power
R011300,Capital City,2022-01-30,Occasional
R011301,Metroville,2022-08-17,Power
R011302,Metroville,2022-03-23,New
R011303,Metroville,2022-02-10,Power
R011304,Capital City,2021-03-13,Power
R011305,Metroville,2022-11-22,Regular
R011306,Metroville,2021-07-17,New
R011307,Capital City,2021-11-03,Regular
R011308,Metroville,2021-03-09,Regular
R011309,Capital City,2022-03-12,Regular
R011310,Capital City,2022-12-08,Regular
R011311,Metroville,2022-05-12,Power
R011312,Metroville,2022-01-27,Regular
R011313,Metroville,2022-01-16,Occasional
R011314,Capital City,2022-04-28,Regular
R011315,Capital City,2022-06-05,Regular
R011316,Capital City,2021-06-28,Power
R011317,Capital City,2022-11-07,Power
R011318,Metroville,2021-02-20,Regular
R011319,Capital City,2022-04-22,Regular
R011320,Metroville,2021-01-28,Regular
R011321,Metroville,2021-01-19,Occasional
R011322,Metroville,2022-05-19,Regular
R011323,Capital City,2021-04-19,Regular
R011324,Capital City,2021-12-07,Regular
R011325,Capital City,2021-07-17,Occasional
R011326,Metroville,2022-02-06,Occasional
R011327,Metroville,2022-06-28,Power
R011328,Capital City,2021-10-06,Regular
R011329,Metroville,2021-03-28,Regular
R011330,Metroville,2022-12-26,Occasional
R011331,Capital City,2022-10-27,Occasional
R011332,Capital City,2021-08-16,Occasional
R011333,Capital City,2022-10-22,Regular
R011334,Capital City,2022-06-18,Power
R011335,Metroville,2022-11-09,Regular
R011336,Capital City,2021-03-23,New
R011337,Metroville,2022-08-10,Occasional
R011338,Metroville,2022-06-06,Occasional
R011339,Metroville,2022-08-26,Regular
R011340,Capital City,2022-09-30,New
R011341,Capital City,2022-07-08,Regular
R011342,Capital City,2021-05-05,Regular
R011343,Metroville,2021-06-18,Power
R011344,Metroville,2022-06-06,Regular
R011345,Metroville,2022-05-05,Occasional
R011346,Capital City,2021-07-31,Power
R011347,Capital City,2022-10-13,Power
R011348,Capital City,2021-10-22,Power
R011349,Metroville,2021-09-10,Power
R011350,Metroville,2022-02-17,Power
R011351,Metroville,2022-07-17,New
R011352,Capital City,2022-06-13,Power
R011353,Capital City,2022-04-26,Regular
R011354,Metroville,2021-10-24,Regular
R011355,Metroville,2022-07-05,Regular
R011356,Metroville,2021-04-21,Occasional
R011357,Capital City,2022-04-22,Power
R011358,Metroville,2022-02-25,Regular
R011359,Metroville,2022-03-15,Regular
R011360,Metroville,2021-05-21,Regular
R011361,Metroville,2021-09-29,Occasional
R011362,Metroville,2021-03-22,Regular
R011363,Capital City,2022-06-09,Power
R011364,Metroville,2022-03-29,Regular
R011365,Metroville,2021-08-27,Regular
R011366,Metroville,2022-10-12,Regular
R011367,Metroville,2021-12-29,Regular
R011368,Capital City,2021-11-20,Regular
R011369,Metroville,2021-12-11,Regular
R011370,Metroville,2022-07-14,Power
R011371,Capital City,2021-09-06,Regular
R011372,Capital City,2021-10-07,Occasional
R011373,Metroville,2021-10-26,Occasional
R011374,Capital City,2021-08-02,Regular
R011375,Metroville,2021-04-17,Regular
R011376,Capital City,2021-10-15,Power
R011377,Capital City,2022-07-26,New
R011378,Capital City,2021-08-26,Occasional
R011379,Capital City,2022-12-12,Power
R011380,Metroville,2021-12-07,Occasional
R011381,Capital City,2021-10-21,Power
R011382,Capital City,2022-10-08,Power
R011383,Capital City,2022-02-28,Occasional
R011384,Metroville,2021-05-02,Regular
R011385,Metroville,2021-06-30,Occasional
R011386,Metroville,2022-07-29,Occasional
R011387,Capital City,2021-06-14,Regular
R011388,Capital City,2022-07-06,Power
R011389,Metroville,2022-04-13,Occasional
R011390,Capital City,2021-12-08,New
R011391,Metroville,2021-09-14,Regular
R011392,Metroville,2022-02-22,Regular
R011393,Metroville,2021-09-24,Regular
R011394,Capital City,2022-03-17,Power
R011395,Capital City,2021-12-13,Power
R011396,Capital City,2021-06-05,New
R011397,Metroville,2021-04-21,Regular
R011398,Capital City,2021-08-27,Power
R011399,Metroville,2022-10-20,Regular
R011400,Capital City,2022-01-25,Regular
R011401,Metroville,2022-08-15,Power
R011402,Metroville,2021-09-08,Occasional
R011403,Capital City,2022-06-15,Occasional
R011404,Metroville,2022-07-27,Regular
R011405,Metroville,2022-06-21,New
R011406,Metroville,2022-12-28,Regular
R011407,Metroville,2022-12-19,Occasional
R011408,Metroville,2021-08-07,Occasional
R011409,Metroville,2021-12-14,Regular
R011410,Metroville,2021-08-16,Power
R011411,Metroville,2021-11-13,Occasional
R011412,Metroville,2021-11-02,New
R011413,Metroville,2021-11-23,Power
R011414,Capital City,2021-12-15,Power
R011415,Metroville,2021-12-04,New
R011416,Capital City,2021-08-18,Regular
R011417,Metroville,2022-02-20,Occasional
R011418,Metroville,2021-03-16,New
R011419,Metroville,2021-05-09,Regular
R011420,Capital City,2022-10-21,Regular
R011421,Capital City,2021-11-09,Power
R011422,Capital City,2022-11-23,Power
R011423,Capital City,2022-08-27,Regular
R011424,Capital City,2021-12-03,Regular
R011425,Metroville,2021-06-01,Occasional
R011426,Capital City,2022-07-19,Regular
R011427,Metroville,2022-06-17,Occasional
R011428,Metroville,2021-10-12,New
R011429,Capital City,2022-04-15,Regular
R011430,Metroville,2022-01-10,Occasional
R011431,Metroville,2021-07-29,Regular
R011432,Metroville,2021-01-05,Regular
R011433,Metroville,2021-08-19,Occasional
R011434,Capital City,2021-03-22,Occasional
R011435,Capital City,2021-01-26,Regular
R011436,Metroville,2021-12-20,Occasional
R011437,Capital City,2021-01-18,Occasional
R011438,Capital City,2022-11-03,Occasional
R011439,Metroville,2021-03-06,Occasional
R011440,Capital City,2021-12-03,Power
R011441,Capital City,2021-10-24,Occasional
R011442,Metroville,2022-04-24,Power
R011443,Capital City,2022-04-28,New
R011444,Capital City,2021-08-30,Regular
R011445,Capital City,2022-11-27,New
R011446,Capital City,2021-12-27,Regular
R011447,Capital City,2021-03-26,Regular
R011448,Capital City,2021-01-08,Regular
R011449,Capital City,2021-02-08,Regular
R011450,Metroville,2022-12-04,Occasional
R011451,Metroville,2021-01-17,Occasional
R011452,Capital City,2021-02-19,Power
R011453,Metroville,2021-03-12,Power
R011454,Metroville,2022-08-03,Power
R011455,Capital City,2022-04-09,Regular
R011456,Metroville,2021-04-22,Regular
R011457,Capital City,2021-09-22,Occasional
R011458,Capital City,2021-02-03,Occasional
R011459,Capital City,2022-08-04,Power
R011460,Metroville,2022-04-16,New
