driver_id,city,join_date,experience_months,vehicle_type
D01918,Metroville,2021-04-14,20,Standard
D01919,Metroville,2022-11-06,1,Standard
D01920,Metroville,2020-11-25,25,XL
D01921,Metroville,2022-08-12,4,Standard
D01922,Capital City,2022-01-13,11,XL
D01923,Metroville,2021-12-11,12,Standard
D01924,Metroville,2020-03-17,34,Standard
D01925,Capital City,2021-12-25,12,Electric
D01926,Capital City,2021-10-11,14,Electric
D01927,Metroville,2021-01-24,23,XL
D01928,Metroville,2022-06-17,6,Standard
D01929,Capital City,2022-02-19,10,Standard
D01930,Metroville,2020-11-26,25,Premium
D01931,Metroville,2022-01-04,12,Standard
D01932,Metroville,2020-07-13,30,XL
D01933,Metroville,2022-01-03,12,Standard
D01934,Metroville,2020-02-27,34,XL
D01935,Capital City,2022-03-03,10,Standard
D01936,Metroville,2020-07-04,30,Standard
D01937,Metroville,2022-10-31,2,Standard
D01938,Metroville,2022-10-14,2,Premium
D01939,Capital City,2022-04-30,8,Standard
D01940,Metroville,2021-04-03,21,Standard
D01941,Metroville,2021-05-15,19,Standard
D01942,Metroville,2022-05-26,7,Standard
D01943,Metroville,2021-01-17,23,Premium
D01944,Metroville,2021-12-28,12,Standard
D01945,Metroville,2020-02-05,35,XL
D01946,Metroville,2022-01-24,11,Standard
D01947,Capital City,2022-06-11,6,XL
D01948,Capital City,2020-03-18,33,Standard
D01949,Capital City,2021-12-02,13,Premium
D01950,Capital City,2022-02-18,10,Standard
D01951,Metroville,2021-02-10,23,Premium
D01952,Capital City,2020-06-14,31,XL
D01953,Capital City,2020-10-27,26,Standard
D01954,Metroville,2020-06-28,30,Premium
D01955,Capital City,2022-05-08,7,Premium
D01956,Capital City,2022-08-20,4,Standard
D01957,Metroville,2021-02-08,23,Electric
D01958,Metroville,2021-08-15,16,Premium
D01959,Capital City,2020-12-14,24,Standard
D01960,Capital City,2022-03-18,9,Standard
D01961,Capital City,2021-08-29,16,Standard
D01962,Capital City,2020-04-01,33,Premium
D01963,Metroville,2021-12-12,12,Premium
D01964,Capital City,2020-09-26,27,Premium
D01965,Capital City,2022-10-08,2,Standard
D01966,Metroville,2020-12-29,24,Standard
D01967,Capital City,2022-09-03,4,Standard
D01968,Metroville,2020-04-23,32,Standard
D01969,Metroville,2022-06-13,6,Electric
D01970,Metroville,2020-02-02,35,Electric
D01971,Metroville,2022-06-29,6,XL
D01972,Metroville,2021-03-16,21,Standard
D01973,Metroville,2020-01-18,35,Standard
D01974,Metroville,2020-01-08,36,Standard
D01975,Metroville,2020-01-29,35,Standard
D01976,Capital City,2020-10-16,26,Standard
D01977,Capital City,2021-11-16,13,Electric
D01978,Metroville,2021-06-02,19,Standard
D01979,Metroville,2021-03-16,21,Standard
D01980,Capital City,2022-03-30,9,Standard
D01981,Metroville,2020-06-28,30,Standard
D01982,Capital City,2021-11-22,13,Premium
D01983,Capital City,2021-05-12,19,Electric
D01984,Metroville,2020-08-11,29,Standard
D01985,Metroville,2020-09-26,27,Standard
D01986,Metroville,2020-07-24,29,Standard
D01987,Metroville,2020-11-20,25,Standard
D01988,Capital City,2022-07-17,5,Electric
D01989,Metroville,2020-04-02,33,Standard
D01990,Metroville,2022-11-14,1,XL
D01991,Capital City,2020-03-31,33,Standard
D01992,Metroville,2022-06-02,7,Standard
D01993,Metroville,2021-03-14,21,Premium
D01994,Metroville,2020-04-15,33,Electric
D01995,Metroville,2020-10-27,26,XL
D01996,Metroville,2021-04-15,20,Standard
D01997,Capital City,2020-03-18,33,Electric
D01998,Capital City,2021-05-23,19,XL
D01999,Capital City,2022-09-11,3,Standard
D02000,Capital City,2020-01-17,36,XL
D02001,Metroville,2022-10-08,2,Standard
D02002,Capital City,2021-12-12,12,XL
D02003,Metroville,2022-07-03,6,XL
D02004,Capital City,2021-04-13,20,Standard
D02005,Capital City,2022-01-11,11,Standard
D02006,Metroville,2021-03-30,21,Standard
D02007,Capital City,2022-09-25,3,Standard
D02008,Capital City,2020-01-03,36,Standard
D02009,Capital City,2022-11-05,1,XL
D02010,Capital City,2022-09-27,3,XL
D02011,Capital City,2021-04-21,20,Standard
D02012,Metroville,2020-11-04,26,Standard
D02013,Capital City,2021-12-12,12,Standard
D02014,Metroville,2021-01-11,24,XL
D02015,Capital City,2022-09-16,3,XL
D02016,Metroville,2020-07-27,29,Standard
D02017,Metroville,2020-02-25,34,Standard
D02018,Metroville,2020-01-24,35,Standard
D02019,Metroville,2022-01-01,12,Standard
D02020,Metroville,2020-02-25,34,Standard
D02021,Capital City,2020-12-03,25,Premium
D02022,Capital City,2022-10-02,3,Standard
D02023,Capital City,2021-10-19,14,Electric
D02024,Metroville,2022-06-13,6,Standard
D02025,Metroville,2020-06-09,31,Premium
D02026,Metroville,2021-12-17,12,Electric
D02027,Metroville,2021-10-05,15,Electric
D02028,Capital City,2021-03-17,21,Electric
D02029,Metroville,2022-08-05,4,Standard
D02030,Capital City,2021-11-11,13,XL
D02031,Metroville,2020-03-23,33,XL
D02032,Metroville,2021-11-04,14,Standard
D02033,Metroville,2022-12-01,1,Electric
D02034,Metroville,2022-10-01,3,XL
D02035,Metroville,2020-11-11,26,Premium
D02036,Capital City,2021-11-06,14,Standard
D02037,Metroville,2022-05-08,7,Premium
D02038,Capital City,2021-05-17,19,Standard
D02039,Metroville,2022-12-23,0,Standard
D02040,Metroville,2021-08-27,16,Standard
D02041,Capital City,2021-02-23,22,Standard
D02042,Metroville,2022-01-04,12,XL
D02043,Metroville,2020-10-25,26,Premium
D02044,Capital City,2021-09-21,15,Standard
D02045,Metroville,2020-12-01,25,Standard
D02046,Metroville,2020-09-30,27,Standard
D02047,Capital City,2022-10-02,3,Standard
D02048,Capital City,2022-02-16,10,Standard
D02049,Capital City,2022-03-17,9,XL
D02050,Capital City,2021-08-15,16,Standard
D02051,Metroville,2021-07-22,17,Standard
D02052,Capital City,2020-08-19,28,XL
D02053,Metroville,2021-04-07,21,Electric
D02054,Capital City,2021-11-08,13,Standard
D02055,Metroville,2021-06-22,18,XL
D02056,Metroville,2020-09-15,27,XL
D02057,Capital City,2022-12-12,0,Standard
D02058,Capital City,2020-09-02,28,Standard
D02059,Capital City,2020-09-06,28,Standard
D02060,Metroville,2020-11-20,25,XL
D02061,Metroville,2021-06-11,18,Premium
D02062,Metroville,2021-12-09,12,Standard
D02063,Capital City,2020-04-07,33,Standard
D02064,Capital City,2021-07-31,17,Standard
D02065,Metroville,2022-12-11,0,Standard
D02066,Capital City,2020-10-14,26,Standard
D02067,Metroville,2022-10-08,2,Electric
D02068,Metroville,2020-06-26,30,Standard
D02069,Metroville,2022-04-13,8,Standard
D02070,Metroville,2021-10-02,15,Standard
D02071,Metroville,2022-08-10,4,Standard
D02072,Metroville,2022-05-12,7,Premium
D02073,Capital City,2022-05-10,7,Standard
D02074,Capital City,2022-02-10,10,XL
D02075,Capital City,2020-04-06,33,Standard
D02076,Capital City,2022-08-18,4,Standard
D02077,Capital City,2021-12-22,12,Standard
D02078,Metroville,2021-03-02,22,Standard
D02079,Metroville,2022-01-24,11,Standard
D02080,Metroville,2021-07-25,17,Standard
D02081,Capital City,2020-10-08,27,XL
D02082,Metroville,2021-05-28,19,Standard
D02083,Metroville,2021-05-25,19,Standard
D02084,Metroville,2021-05-28,19,Standard
D02085,Capital City,2021-07-15,17,Standard
D02086,Metroville,2022-05-24,7,Standard
D02087,Metroville,2022-05-02,8,XL
D02088,Metroville,2020-10-15,26,Standard
D02089,Capital City,2021-11-14,13,Standard
D02090,Metroville,2022-07-08,5,Standard
D02091,Metroville,2020-03-18,33,Standard
D02092,Capital City,2021-11-16,13,Standard
D02093,Metroville,2022-04-16,8,Electric
D02094,Metroville,2020-02-05,35,Electric
D02095,Metroville,2022-10-20,2,Premium
D02096,Capital City,2020-05-16,32,XL
D02097,Metroville,2020-04-26,32,Standard
D02098,Metroville,2022-05-23,7,Electric
D02099,Metroville,2022-05-18,7,Electric
D02100,Metroville,2021-09-20,15,Standard
D02101,Metroville,2022-10-16,2,Standard
D02102,Capital City,2020-10-29,26,Standard
D02103,Capital City,2021-12-20,12,Standard
D02104,Capital City,2022-07-14,5,Premium
D02105,Metroville,2022-08-16,4,Standard
D02106,Metroville,2021-08-24,16,Standard
D02107,Capital City,2020-07-23,29,Electric
D02108,Capital City,2020-12-03,25,Premium
D02109,Metroville,2020-07-18,29,Standard
D02110,Capital City,2022-03-15,9,Standard
D02111,Capital City,2020-07-10,30,XL
D02112,Metroville,2022-10-09,2,Standard
D02113,Capital City,2020-03-06,34,Standard
D02114,Capital City,2021-12-10,12,Standard
D02115,Metroville,2021-10-28,14,Standard
D02116,Capital City,2021-03-21,21,Standard
D02117,Metroville,2022-10-04,2,Standard
D02118,Metroville,2022-12-03,0,Standard
D02119,Metroville,2022-02-23,10,Standard
D02120,Metroville,2021-02-01,23,Standard
D02121,Metroville,2021-08-06,17,Standard
D02122,Metroville,2022-01-07,11,Standard
D02123,Capital City,2021-01-14,23,Standard
D02124,Capital City,2020-05-30,31,Standard
D02125,Capital City,2021-11-17,13,Electric
D02126,Metroville,2022-09-08,3,XL
D02127,Metroville,2020-10-22,26,Standard
D02128,Metroville,2020-11-14,25,Standard
D02129,Metroville,2022-02-22,10,Standard
D02130,Metroville,2021-05-14,19,Premium
D02131,Metroville,2020-03-02,34,Standard
D02132,Metroville,2022-08-24,4,Standard
D02133,Metroville,2021-09-27,15,Standard
D02134,Metroville,2021-12-21,12,Standard
D02135,Capital City,2021-11-29,13,Standard
D02136,Metroville,2021-02-13,22,Standard
D02137,Capital City,2020-07-17,29,Premium
D02138,Metroville,2022-11-11,1,Standard
D02139,Metroville,2020-07-13,30,Standard
D02140,Capital City,2022-08-12,4,Standard
D02141,Metroville,2021-08-16,16,Standard
D02142,Capital City,2020-01-15,36,Standard
D02143,Capital City,2021-05-22,19,Standard
D02144,Capital City,2022-02-06,10,Standard
D02145,Metroville,2022-03-14,9,Premium
D02146,Capital City,2021-03-22,21,Standard
D02147,Capital City,2022-09-07,3,Premium
D02148,Metroville,2022-05-18,7,XL
D02149,Metroville,2022-08-21,4,Premium
D02150,Metroville,2020-09-14,27,Standard
D02151,Capital City,2020-02-06,35,Standard
D02152,Metroville,2020-01-03,36,XL
D02153,Capital City,2022-11-27,1,Standard
D02154,Metroville,2022-01-19,11,Premium
D02155,Metroville,2021-03-14,21,Standard
D02156,Metroville,2020-12-04,25,Standard
D02157,Metroville,2022-10-15,2,Premium
D02158,Capital City,2022-03-14,9,Standard
D02159,Metroville,2022-06-03,7,Standard
D02160,Metroville,2021-09-10,15,Standard
D02161,Capital City,2022-12-20,0,Standard
D02162,Capital City,2020-11-12,26,Premium
D02163,Metroville,2022-12-25,0,Standard
D02164,Capital City,2022-09-04,3,XL
D02165,Capital City,2020-10-30,26,Standard
D02166,Capital City,2022-05-01,8,Standard
D02167,Metroville,2021-09-29,15,Standard
D02168,Metroville,2022-10-21,2,Premium
D02169,Metroville,2022-08-03,5,XL
D02170,Metroville,2022-11-22,1,Electric
D02171,Metroville,2020-05-01,32,Premium
D02172,Metroville,2020-11-02,26,Standard
D02173,Capital City,2021-06-02,19,Standard
D02174,Metroville,2020-10-31,26,Premium
D02175,Metroville,2020-06-25,30,Standard
D02176,Metroville,2021-09-02,16,Standard
D02177,Capital City,2020-04-02,33,Standard
D02178,Metroville,2021-08-07,17,Premium
D02179,Capital City,2021-01-25,23,XL
D02180,Metroville,2020-06-14,31,Standard
D02181,Metroville,2020-04-25,32,Standard
D02182,Metroville,2022-02-22,10,XL
D02183,Capital City,2020-06-15,31,Standard
D02184,Metroville,2020-12-25,24,Standard
D02185,Capital City,2021-09-30,15,XL
D02186,Metroville,2022-03-12,9,Premium
D02187,Metroville,2021-05-24,19,Standard
D02188,Metroville,2022-01-09,11,Standard
D02189,Metroville,2020-10-28,26,Standard
D02190,Metroville,2021-07-24,17,Standard
D02191,Capital City,2022-02-07,10,Standard
D02192,Capital City,2020-12-09,25,Standard
D02193,Metroville,2022-11-20,1,Standard
D02194,Metroville,2020-07-31,29,Standard
D02195,Metroville,2021-04-27,20,XL
D02196,Capital City,2022-03-13,9,XL
D02197,Metroville,2022-10-06,2,Standard
D02198,Metroville,2020-06-04,31,Premium
D02199,Capital City,2020-09-13,28,XL
D02200,Metroville,2021-09-24,15,Standard
D02201,Metroville,2020-09-30,27,Standard
D02202,Metroville,2022-04-20,8,Standard
D02203,Metroville,2021-01-09,24,Standard
D02204,Metroville,2021-11-01,14,XL
D02205,Metroville,2020-09-22,27,Standard
D02206,Capital City,2020-08-22,28,Standard
D02207,Metroville,2020-08-29,28,XL
D02208,Metroville,2020-06-02,31,Standard
D02209,Metroville,2020-06-19,30,Standard
D02210,Metroville,2020-07-06,30,Standard
D02211,Metroville,2020-10-28,26,Electric
D02212,Metroville,2020-05-27,31,Premium
D02213,Metroville,2020-12-18,24,Standard
D02214,Metroville,2021-02-09,23,XL
D02215,Capital City,2021-03-05,22,Standard
D02216,Metroville,2020-10-07,27,Electric
D02217,Capital City,2022-04-04,9,Standard
D02218,Metroville,2020-01-12,36,XL
D02219,Metroville,2021-11-06,14,Premium
D02220,Metroville,2021-08-16,16,Premium
D02221,Metroville,2021-10-14,14,Standard
D02222,Metroville,2021-12-06,13,XL
D02223,Capital City,2021-11-29,13,XL
D02224,Capital City,2020-12-18,24,Standard
D02225,Metroville,2020-05-28,31,Premium
D02226,Capital City,2020-09-17,27,Standard
D02227,Metroville,2020-11-25,25,Standard
D02228,Metroville,2021-04-13,20,Premium
D02229,Capital City,2021-10-21,14,Premium
D02230,Capital City,2020-10-19,26,Standard
D02231,Metroville,2022-03-18,9,XL
D02232,Metroville,2020-05-13,32,Standard
D02233,Capital City,2022-05-24,7,XL
D02234,Capital City,2020-06-19,30,XL
D02235,Metroville,2021-04-26,20,Standard
D02236,Capital City,2020-09-09,28,Premium
D02237,Metroville,2022-09-19,3,Standard
D02238,Capital City,2021-11-19,13,Standard
D02239,Capital City,2021-10-14,14,Standard
D02240,Metroville,2021-02-09,23,Premium
D02241,Metroville,2022-02-15,10,Standard
D02242,Capital City,2020-11-05,26,Premium
D02243,Metroville,2020-02-07,35,Standard
D02244,Metroville,2020-07-31,29,Standard
D02245,Metroville,2021-12-28,12,Standard
D02246,Metroville,2020-07-08,30,Standard
D02247,Metroville,2022-11-14,1,Standard
D02248,Capital City,2021-11-05,14,Electric
D02249,Metroville,2020-11-02,26,XL
D02250,Capital City,2022-01-14,11,Standard
D02251,Metroville,2021-06-21,18,Standard
D02252,Metroville,2022-02-16,10,Standard
D02253,Capital City,2020-09-30,27,XL
D02254,Capital City,2021-11-22,13,XL
D02255,Capital City,2022-02-27,10,Standard
D02256,Metroville,2020-09-11,28,Standard
D02257,Capital City,2021-03-24,21,Standard
D02258,Capital City,2020-05-17,31,Electric
D02259,Metroville,2021-08-16,16,Standard
D02260,Capital City,2022-04-09,8,Standard
D02261,Metroville,2020-04-10,33,XL
D02262,Capital City,2021-03-25,21,Standard
D02263,Capital City,2020-01-11,36,Standard
D02264,Capital City,2022-10-21,2,Premium
D02265,Metroville,2022-06-17,6,Standard
D02266,Capital City,2022-08-21,4,Standard
D02267,Metroville,2022-07-10,5,Standard
D02268,Metroville,2022-11-19,1,XL
D02269,Metroville,2022-12-15,0,Premium
D02270,Metroville,2022-09-15,3,XL
D02271,Metroville,2021-02-22,22,Standard
D02272,Capital City,2022-07-01,6,Standard
D02273,Metroville,2021-03-31,21,Electric
D02274,Capital City,2021-01-01,24,Premium
D02275,Metroville,2021-11-12,13,Standard
D02276,Metroville,2022-02-27,10,Electric
D02277,Capital City,2021-10-22,14,Standard
D02278,Metroville,2021-04-12,20,Standard
D02279,Metroville,2022-08-19,4,Standard
D02280,Capital City,2020-12-19,24,XL
D02281,Capital City,2021-03-26,21,Premium
D02282,Capital City,2020-07-01,30,Premium
D02283,Metroville,2020-05-04,32,Standard
D02284,Metroville,2021-02-07,23,Premium
D02285,Capital City,2022-01-08,11,Standard
D02286,Capital City,2021-05-18,19,Standard
D02287,Capital City,2021-04-20,20,XL
D02288,Capital City,2022-06-08,6,Electric
D02289,Metroville,2022-02-08,10,Standard
D02290,Metroville,2022-02-24,10,Standard
D02291,Capital City,2022-02-01,11,Standard
D02292,Capital City,2020-09-03,28,XL
D02293,Metroville,2022-05-04,8,Standard
D02294,Metroville,2020-01-07,36,Standard
D02295,Metroville,2020-09-14,27,Standard
D02296,Metroville,2022-02-11,10,Premium
D02297,Capital City,2020-05-15,32,Premium
D02298,Metroville,2021-06-05,19,Electric
D02299,Capital City,2021-08-09,17,Electric
D02300,Metroville,2022-05-14,7,XL
D02301,Capital City,2022-03-07,10,Standard
D02302,Metroville,2020-07-04,30,Premium
D02303,Metroville,2022-06-17,6,Standard
D02304,Metroville,2022-10-13,2,Premium
D02305,Capital City,2022-03-30,9,Standard
D02306,Capital City,2020-11-12,26,Standard
D02307,Capital City,2020-05-08,32,Standard
D02308,Capital City,2020-11-16,25,Standard
D02309,Metroville,2020-04-30,32,Standard
D02310,Capital City,2022-01-17,11,Electric
D02311,Metroville,2022-11-22,1,Standard
D02312,Capital City,2020-12-20,24,XL
D02313,Metroville,2020-07-12,30,Standard
D02314,Metroville,2021-12-25,12,Standard
D02315,Metroville,2020-06-29,30,Standard
D02316,Metroville,2022-11-22,1,Premium
D02317,Capital City,2020-03-30,33,Electric
D02318,Capital City,2021-01-27,23,XL
D02319,Metroville,2021-02-05,23,Premium
D02320,Metroville,2022-07-11,5,Premium
D02321,Capital City,2020-12-05,25,XL
D02322,Metroville,2022-08-13,4,XL
D02323,Capital City,2022-01-04,12,Standard
D02324,Capital City,2022-03-31,9,Standard
D02325,Capital City,2021-04-27,20,Standard
D02326,Metroville,2020-10-17,26,Premium
D02327,Metroville,2022-03-01,10,Standard
D02328,Metroville,2022-05-19,7,XL
D02329,Metroville,2021-11-24,13,XL
D02330,Capital City,2021-03-16,21,Standard
D02331,Capital City,2021-05-13,19,Standard
D02332,Metroville,2022-07-15,5,Standard
D02333,Metroville,2021-01-05,24,Standard
D02334,Metroville,2020-03-24,33,Premium
D02335,Metroville,2022-11-30,1,Electric
D02336,Metroville,2020-08-29,28,Standard
D02337,Metroville,2022-01-20,11,Standard
D02338,Capital City,2020-12-15,24,Standard
D02339,Metroville,2021-08-02,17,Standard
D02340,Metroville,2021-12-04,13,Standard
D02341,Metroville,2020-02-15,35,Standard
D02342,Metroville,2021-06-07,19,Standard
D02343,Capital City,2020-02-01,35,Standard
D02344,Metroville,2022-11-14,1,Standard
D02345,Metroville,2020-04-04,33,Standard
D02346,Metroville,2021-03-20,21,Standard
D02347,Metroville,2022-01-25,11,XL
D02348,Capital City,2022-09-17,3,Standard
D02349,Metroville,2021-08-30,16,Premium
D02350,Capital City,2021-04-14,20,Electric
D02351,Metroville,2021-07-12,17,Standard
D02352,Capital City,2020-06-26,30,XL
D02353,Metroville,2020-07-29,29,Premium
D02354,Metroville,2021-02-09,23,Standard
D02355,Metroville,2022-10-11,2,Standard
D02356,Capital City,2021-06-22,18,Premium
D02357,Capital City,2020-06-07,31,Standard
D02358,Metroville,2022-07-21,5,Standard
D02359,Metroville,2021-02-19,22,Premium
D02360,Metroville,2022-10-29,2,Standard
D02361,Metroville,2022-04-09,8,Standard
D02362,Capital City,2022-12-11,0,Standard
D02363,Capital City,2022-11-23,1,Premium
D02364,Metroville,2021-04-22,20,Standard
D02365,Capital City,2020-11-13,25,Standard
D02366,Capital City,2021-11-19,13,Standard
D02367,Metroville,2020-05-14,32,Electric
D02368,Metroville,2020-11-14,25,Standard
D02369,Metroville,2020-10-28,26,Standard
D02370,Metroville,2022-10-20,2,Standard
D02371,Metroville,2021-06-27,18,Electric
D02372,Metroville,2020-11-24,25,Standard
D02373,Metroville,2021-02-13,22,Standard
D02374,Metroville,2020-12-11,25,Standard
D02375,Capital City,2020-02-17,34,Standard
D02376,Metroville,2020-08-15,28,Premium
D02377,Metroville,2020-09-20,27,XL
D02378,Metroville,2021-01-31,23,Premium
D02379,Capital City,2022-04-05,9,XL
D02380,Metroville,2021-01-22,23,XL
D02381,Metroville,2021-07-15,17,Premium
D02382,Metroville,2021-12-02,13,Standard
D02383,Metroville,2020-04-05,33,Standard
D02384,Metroville,2021-06-04,19,Premium
D02385,Metroville,2021-07-04,18,Premium
D02386,Metroville,2022-07-15,5,Standard
D02387,Metroville,2020-06-24,30,Standard
D02388,Metroville,2022-07-12,5,Electric
D02389,Metroville,2021-03-20,21,Premium
D02390,Metroville,2020-02-24,34,XL
D02391,Metroville,2022-05-14,7,Electric
D02392,Metroville,2022-11-15,1,Standard
D02393,Metroville,2022-04-13,8,Standard
D02394,Metroville,2022-05-27,7,Standard
D02395,Capital City,2021-08-22,16,Standard
D02396,Metroville,2022-08-02,5,Standard
D02397,Capital City,2022-01-04,12,Standard
D02398,Metroville,2020-11-28,25,Standard
D02399,Metroville,2022-08-21,4,Standard
D02400,Capital City,2022-02-20,10,Standard
D02401,Metroville,2021-09-03,16,Premium
D02402,Metroville,2022-07-07,5,Premium
D02403,Capital City,2022-07-31,5,Electric
D02404,Metroville,2022-12-13,0,Standard
D02405,Capital City,2022-12-05,0,Standard
D02406,Metroville,2021-02-02,23,Standard
D02407,Metroville,2022-08-10,4,Electric
D02408,Capital City,2022-02-16,10,Standard
D02409,Capital City,2020-06-02,31,Standard
D02410,Capital City,2021-02-23,22,Standard
D02411,Metroville,2022-05-30,7,Standard
D02412,Metroville,2022-04-27,8,Standard
D02413,Metroville,2022-09-08,3,Electric
D02414,Capital City,2022-03-23,9,Premium
D02415,Capital City,2021-11-19,13,Electric
D02416,Capital City,2022-07-19,5,Standard
D02417,Capital City,2021-12-17,12,Standard
D02418,Metroville,2022-06-28,6,Standard
D02419,Metroville,2022-06-28,6,Electric
D02420,Capital City,2022-12-25,0,XL
D02421,Capital City,2020-07-29,29,Standard
D02422,Capital City,2021-09-11,15,Standard
D02423,Metroville,2021-10-28,14,XL
D02424,Capital City,2022-09-21,3,XL
D02425,Metroville,2022-07-23,5,Premium
D02426,Metroville,2020-10-31,26,Standard
D02427,Metroville,2021-03-16,21,Standard
D02428,Metroville,2020-01-13,36,Standard
D02429,Capital City,2021-12-03,13,Standard
D02430,Metroville,2020-05-02,32,Standard
D02431,Capital City,2021-11-23,13,Electric
D02432,Metroville,2020-03-23,33,Standard
D02433,Metroville,2021-12-16,12,Standard
D02434,Metroville,2020-05-16,32,Standard
D02435,Metroville,2021-05-22,19,Premium
D02436,Metroville,2022-08-29,4,Standard
D02437,Capital City,2020-07-09,30,XL
D02438,Capital City,2021-12-19,12,Standard
D02439,Metroville,2020-02-27,34,Standard
D02440,Metroville,2022-12-20,0,Standard
D02441,Capital City,2022-07-23,5,Electric
D02442,Capital City,2022-01-06,12,Premium
D02443,Metroville,2021-11-23,13,XL
D02444,Capital City,2021-07-11,17,Premium
D02445,Metroville,2022-03-13,9,Standard
D02446,Metroville,2021-12-10,12,Standard
D02447,Capital City,2022-04-23,8,Premium
D02448,Capital City,2022-07-30,5,Standard
D02449,Metroville,2021-12-12,12,Standard
D02450,Capital City,2021-12-14,12,Standard
D02451,Capital City,2021-03-14,21,Premium
D02452,Capital City,2021-09-22,15,Electric
D02453,Capital City,2022-02-03,11,Standard
D02454,Capital City,2020-10-15,26,Standard
D02455,Metroville,2021-05-04,20,Standard
D02456,Capital City,2020-09-09,28,Standard
D02457,Capital City,2020-02-29,34,Premium
D02458,Capital City,2021-05-27,19,Standard
D02459,Capital City,2021-10-12,14,Standard
D02460,Metroville,2020-08-11,29,Electric
D02461,Metroville,2021-08-06,17,Standard
D02462,Capital City,2021-01-25,23,Standard
D02463,Metroville,2021-08-26,16,XL
D02464,Metroville,2020-01-11,36,Standard
D02465,Capital City,2022-12-18,0,Premium
D02466,Capital City,2021-08-04,17,XL
D02467,Metroville,2021-06-04,19,Premium
D02468,Capital City,2022-02-05,11,Standard
D02469,Capital City,2022-08-22,4,XL
D02470,Metroville,2022-08-28,4,Premium
D02471,Capital City,2022-08-26,4,Standard
D02472,Capital City,2020-03-26,33,Premium
D02473,Capital City,2021-01-27,23,Standard
D02474,Metroville,2022-08-31,4,Standard
D02475,Capital City,2020-08-04,29,Premium
D02476,Metroville,2022-07-22,5,Standard
D02477,Metroville,2020-07-02,30,Premium
D02478,Capital City,2022-12-08,0,Standard
D02479,Metroville,2022-07-05,6,Standard
D02480,Metroville,2021-03-20,21,XL
D02481,Metroville,2020-12-22,24,Standard
D02482,Capital City,2022-08-20,4,Electric
D02483,Capital City,2021-07-13,17,Electric
D02484,Capital City,2021-03-19,21,Premium
D02485,Capital City,2020-06-22,30,XL
D02486,Capital City,2020-12-29,24,Standard
D02487,Metroville,2020-04-23,32,Standard
D02488,Capital City,2020-12-04,25,XL
D02489,Capital City,2020-03-14,34,Standard
D02490,Metroville,2021-04-27,20,Electric
D02491,Metroville,2020-04-05,33,Standard
D02492,Capital City,2021-03-31,21,Standard
D02493,Metroville,2021-12-08,12,Standard
D02494,Metroville,2021-09-21,15,Standard
D02495,Metroville,2022-01-17,11,Standard
D02496,Metroville,2022-10-06,2,XL
D02497,Metroville,2021-01-09,24,Standard
D02498,Metroville,2020-09-14,27,Standard
D02499,Metroville,2020-05-24,31,Standard
D02500,Capital City,2020-05-31,31,Electric
D02501,Capital City,2021-03-08,22,Standard
D02502,Capital City,2020-09-28,27,Standard
D02503,Capital City,2020-05-27,31,Standard
D02504,Capital City,2020-05-25,31,Electric
D02505,Metroville,2020-06-19,30,Standard
D02506,Metroville,2022-02-23,10,Standard
D02507,Capital City,2022-03-17,9,Standard
D02508,Metroville,2020-11-03,26,XL
D02509,Metroville,2020-08-25,28,Standard
D02510,Metroville,2022-11-12,1,Premium
D02511,Metroville,2022-03-22,9,Premium
D02512,Metroville,2021-03-24,21,Standard
D02513,Metroville,2020-11-11,26,Electric
D02514,Metroville,2022-03-02,10,Standard
D02515,Capital City,2020-10-05,27,Electric
D02516,Capital City,2020-12-14,24,Standard
D02517,Metroville,2022-12-04,0,Standard
D02518,Capital City,2020-07-26,29,Standard
D02519,Metroville,2022-01-13,11,Standard
D02520,Metroville,2022-02-26,10,Premium
D02521,Capital City,2021-12-21,12,Premium
D02522,Metroville,2021-10-14,14,XL
D02523,Metroville,2022-06-21,6,Standard
D02524,Metroville,2022-11-29,1,Standard
D02525,Metroville,2020-10-22,26,Standard
D02526,Capital City,2020-05-09,32,Electric
D02527,Metroville,2022-03-01,10,Standard
D02528,Metroville,2021-06-26,18,Standard
D02529,Metroville,2021-02-10,23,Standard
D02530,Capital City,2021-11-22,13,Standard
D02531,Metroville,2022-11-18,1,XL
D02532,Capital City,2020-03-19,33,Standard
D02533,Metroville,2020-10-20,26,Electric
D02534,Capital City,2022-02-11,10,Standard
D02535,Capital City,2021-04-20,20,Standard
D02536,Capital City,2021-06-12,18,Standard
D02537,Metroville,2021-09-22,15,Premium
D02538,Capital City,2021-12-08,12,Standard
D02539,Metroville,2020-04-10,33,Standard
D02540,Metroville,2020-03-15,34,Standard
D02541,Capital City,2020-07-29,29,Standard
D02542,Capital City,2020-07-24,29,XL
D02543,Metroville,2022-02-08,10,Premium
D02544,Capital City,2020-04-08,33,Standard
D02545,Capital City,2022-09-01,4,Premium
D02546,Metroville,2021-01-08,24,Standard
D02547,Capital City,2022-05-29,7,Standard
D02548,Capital City,2022-08-17,4,XL
D02549,Metroville,2021-03-10,22,Standard
D02550,Metroville,2020-04-30,32,Standard
D02551,Capital City,2021-05-19,19,Standard
D02552,Metroville,2022-03-18,9,Standard
D02553,Capital City,2021-09-07,16,Standard
D02554,Capital City,2020-02-04,35,Premium
D02555,Capital City,2020-03-25,33,Standard
D02556,Metroville,2021-10-15,14,Standard
